
 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
 ------    -----      -----     ------      --  -- -----------
      0     0.00      32.30       0.11    3253 …78 goa-daemon
      0     0.00       7.35       0.17    3260 …78 goa-identity-service
      0     0.00       5.75       0.00    2033 …41 gsd-a11y-settings
      0     0.00       5.73       0.03    3114 …69 gsd-a11y-settings
      0     0.00      28.00       0.08    2035 …41 gsd-clipboard
      0     0.00      21.10       0.29    3112 …69 gsd-clipboard
      0     0.00      30.84       0.60    2036 …41 gsd-color
      0     0.00      22.85       0.74    3119 …69 gsd-color
      0     0.00      13.19       0.01    2041 …41 gsd-datetime
      0     0.00      13.25       0.06    3115 …69 gsd-datetime
      0     0.00       6.62       0.01    3343 …69 gsd-disk-utility-notify
      0     0.00       5.64       0.00    2042 …41 gsd-housekeeping
      0     0.00       6.88       0.39    3122 …69 gsd-housekeeping
      0     0.00      28.61       0.11    2044 …41 gsd-keyboard
      0     0.00      22.46       0.30    3120 …69 gsd-keyboard
      0     0.00      30.82       0.15    2045 …41 gsd-media-keys
      0     0.00      24.70       0.41    3133 …69 gsd-media-keys
      0     0.00       4.59       0.00    2051 …41 gsd-mouse
      0     0.00       5.73       0.04    3126 …69 gsd-mouse
      0     0.00      30.74       0.21    2052 …41 gsd-power
      0     0.00      25.54       0.40    3138 …69 gsd-power
      0     0.00       8.49       0.00    2055 …41 gsd-print-notifications
      0     0.00      10.01       0.04    3080 …69 gsd-print-notifications
      0     0.00      12.11       0.03    3157 …69 gsd-printer
      0     0.00       4.62       0.00    2056 …41 gsd-rfkill
      0     0.00       5.74       0.04    3082 …69 gsd-rfkill
      0     0.00       4.97       0.00    2057 …41 gsd-screensaver-proxy
      0     0.00       4.72       0.03    3083 …69 gsd-screensaver-proxy
      0     0.00       8.04       0.01    2480 …41 gsd-sharing
      0     0.00       9.27       0.73    3084 …69 gsd-sharing
      0     0.00       7.56       0.00    2062 …41 gsd-smartcard
      0     0.00       7.78       0.03    3086 …69 gsd-smartcard
      0     0.00       7.70       0.00    2067 …41 gsd-sound
      0     0.00       7.78       0.04    3088 …69 gsd-sound
      0     0.00      28.94       0.08    2073 …41 gsd-wacom
      0     0.00      22.09       0.29    3094 …69 gsd-wacom
      0     0.00      30.22       0.09    2029 …41 gsd-xsettings
      0     0.00      23.97       0.37    3105 …69 gsd-xsettings
      0     0.00       7.48       0.00    3244 …44 gvfs-afc-volume-monitor
      0     0.00       5.82       0.00    3249 …49 gvfs-goa-volume-monitor
      0     0.00       6.47       0.00    3286 …86 gvfs-gphoto2-volume-monitor
      0     0.00       4.77       0.00    3265 …65 gvfs-mtp-volume-monitor
      0     0.00       8.85       0.27    3240 …40 gvfs-udisks2-volume-monitor
      0     0.00       6.64       0.02    1906 …06 gvfsd
      0     0.00       5.21       0.00    1917 …06 gvfsd-fuse
      0     0.00       8.41       0.78    3239 …69 i3
      0     0.00      10.82       1.37    3282 …77 i3bar
      0     0.00       2.27       0.47    3293 …77 i3xrocks
      0     0.00       7.51       0.07    1974 …41 ibus-daemon
      0     0.00       7.53       4.69    3291 …69 ibus-daemon
      0     0.00       5.71       0.00    1977 …41 ibus-dconf
      0     0.00       6.51       0.00    3307 …69 ibus-dconf
      0     0.00       5.89       0.02    2083 …41 ibus-engine-simple
      0     0.00       6.33       1.62    3373 …69 ibus-engine-simple
      0     0.00       5.77       0.00    1982 …43 ibus-portal
      0     0.00       5.81       0.03    3314 …78 ibus-portal
      0     0.00      28.14       0.06    1980 …41 ibus-x11
      0     0.00      20.30       0.96    3310 …69 ibus-x11
      0     0.00       3.41       1.10    1264 …64 irqbalance
      0     0.00     146.91      20.26    3474 …69 jetbrains-toolb
      0     0.00      68.54       8.41    3504 …69 jetbrains-toolb
      0     0.00     150.84       8.22    3405 …69 jetbrains-toolbox
      0     0.00       2.42       1.94    3409 …09 jetbrains-toolbox
      0     0.00      37.62       0.01    3454 …69 jetbrains-toolbox --lang=en-US
      0     0.00       9.21       0.12    1276 …76 ModemManager
      0     0.00      16.79       0.07    1207 …07 networkd-dispatcher
      0     0.00      17.88       8.32    1260 …60 NetworkManager
      0     0.00      39.95      13.99    2028 …28 packagekitd
      0     0.00       9.95       3.10    1366 …66 polkitd
      0     0.00      11.39       0.10    1831 …31 pulseaudio
      0     0.00      13.67      47.71    3127 …25 pulseaudio
      0     0.00      84.12       2.48   30988 …27 pwsh
      0     0.00       4.81       0.51    1272 …72 rsyslogd
      0     0.00       2.98       0.07    1833 …33 rtkit-daemon
      0     0.00       2.71       0.38   21970 …54 sed
      0     0.00      25.52       6.54    1374 …74 snapd
      0     0.00      15.79       4.34   31726 …24 st
      0     0.00      68.07       3.39    1417 …17 summerpalaced
      0     0.00       9.79       5.43       1   1 systemd
      0     0.00       8.25       0.13    1471 …71 systemd
      0     0.00       8.10       0.11    1517 …17 systemd
      0     0.00      61.96       1.54     530 530 systemd-journald
      0     0.00       6.41       0.30    1280 …80 systemd-logind
      0     0.00       6.36       1.04     982 982 systemd-resolved
      0     0.00       3.19       0.04     978 978 systemd-timesyncd
      0     0.00       5.14       0.29     551 551 systemd-udevd
      0     0.00      69.70       8.63    3583 …72 tilix
      0     0.00       3.30       0.00    7452 …90 tmux: client
      0     0.00       4.31      23.06    7454 …54 tmux: server
      0     0.00       4.25       0.86   21969 …54 top
      0     0.00      11.84       0.11    1219 …19 udisksd
      0     0.00      19.35       0.04    1415 …15 unattended-upgrade-shutdown
      0     0.00       2.31       1.59    3284 …71 unclutter
      0     0.00      32.72       0.38    6932 …69 update-notifier
      0     0.00       8.28       0.70    1661 …61 upowerd
      0     0.00       4.27       0.00    1410 …09 user-session
      0     0.00      12.40       0.07    2177 …77 whoopsie
      0     0.00       7.95       0.15    1249 …49 wpa_supplicant
      0     0.00       5.01       0.00    1990 …90 xdg-permission-store
      0     0.00      52.85      91.95    2971 …69 Xorg
      0     0.00      75.29       0.04    1562 …09 Xvfb
      0     0.00      49.09       0.05    1796 …41 Xwayland
      0     0.00       6.37       0.31    2515 …15 zsh
      0     0.00       5.84       0.24    3590 …90 zsh
      0     0.00       6.31       0.36    5808 …08 zsh
      0     0.00       6.52       0.64    7830 …30 zsh
      0     0.00       6.71       0.81   31727 …27 zsh

